25507550;41.16633;-8.583762;-0.1498149;0.718488
25507552;41.16624;-8.583569;-0.1498115;0.7184864
25507553;41.16604;-8.58299;-0.1498014;0.7184829
25507554;41.16539;-8.582572;-0.1497941;0.7184715
25507555;41.16574;-8.582678;-0.149796;0.7184777
25507556;41.16315;-8.581307;-0.1497721;0.7184324
25507557;41.16319;-8.581163;-0.1497696;0.7184332
25507558;41.16271;-8.581228;-0.1497707;0.7184248
25507559;41.16238;-8.581043;-0.1497675;0.7184191
25507560;41.16227;-8.58122;-0.1497705;0.718417
25507561;41.1622;-8.581044;-0.1497675;0.7184159
25532144;41.17271;-8.594767;-0.150007;0.7185993
25532145;41.17233;-8.594706;-0.1500059;0.7185928
25532146;41.17187;-8.594455;-0.1500015;0.7185847
25532185;41.17102;-8.596411;-0.1500357;0.7185699
25532186;41.1711;-8.596111;-0.1500304;0.7185712
25532189;41.17157;-8.595664;-0.1500226;0.7185794
25532193;41.17267;-8.595076;-0.1500124;0.7185986
25532197;41.1731;-8.594989;-0.1500109;0.7186061
25532199;41.17263;-8.595343;-0.150017;0.7185979
25532200;41.17234;-8.59566;-0.1500226;0.7185929
25532201;41.17204;-8.596209;-0.1500321;0.7185877
25532202;41.17196;-8.596435;-0.1500361;0.7185863
25532204;41.17147;-8.597594;-0.1500563;0.7185777
25532205;41.17137;-8.597121;-0.1500481;0.7185759
25532206;41.17118;-8.596909;-0.1500444;0.7185727
25532207;41.17108;-8.596809;-0.1500426;0.7185709
25532208;41.17095;-8.59621;-0.1500322;0.7185686
25532209;41.1711;-8.595933;-0.1500273;0.7185712
25532210;41.17155;-8.595545;-0.1500206;0.7185792
25532211;41.17208;-8.595221;-0.1500149;0.7185884
25532212;41.17268;-8.594954;-0.1500102;0.7185988
25532222;41.17209;-8.595332;-0.1500168;0.7185886
26015866;41.16648;-8.584276;-0.1498239;0.7184907
26015868;41.16659;-8.585238;-0.1498407;0.7184925
26015870;41.16664;-8.585881;-0.1498519;0.7184933
26015872;41.16671;-8.586275;-0.1498588;0.7184947
26015874;41.16702;-8.587071;-0.1498727;0.7185001
26015876;41.16829;-8.589542;-0.1499158;0.7185223
26015878;41.16951;-8.591334;-0.1499471;0.7185434
26015879;41.17135;-8.593886;-0.1499916;0.7185757
26015880;41.17103;-8.593648;-0.1499874;0.7185701
26015881;41.17167;-8.594523;-0.1500027;0.7185811
26015882;41.17125;-8.593961;-0.1499929;0.7185738
26015883;41.17178;-8.594834;-0.1500082;0.718583
26015884;41.17168;-8.594868;-0.1500087;0.7185813
26015885;41.17185;-8.595151;-0.1500137;0.7185844
26015887;41.17189;-8.59615;-0.1500311;0.718585
26015888;41.17176;-8.595296;-0.1500162;0.7185829
26015889;41.17178;-8.597096;-0.1500476;0.7185832
26015890;41.17164;-8.597113;-0.1500479;0.7185807
26015891;41.17166;-8.597651;-0.1500573;0.718581
26015892;41.17146;-8.598083;-0.1500649;0.7185774
26015894;41.17116;-8.599768;-0.1500943;0.7185723
26015895;41.17127;-8.599913;-0.1500968;0.7185742
26015896;41.17113;-8.600189;-0.1501016;0.7185718
26015897;41.17125;-8.600516;-0.1501073;0.7185739
26015898;41.17113;-8.600615;-0.150109;0.7185718
26015899;41.17162;-8.604229;-0.1501721;0.7185804
26015900;41.1715;-8.604259;-0.1501726;0.7185783
26015901;41.17175;-8.60499;-0.1501854;0.7185826
26015902;41.17163;-8.605023;-0.150186;0.7185806
26015903;41.17192;-8.605606;-0.1501962;0.7185857
26015904;41.17182;-8.605692;-0.1501977;0.7185838
26015905;41.17217;-8.606189;-0.1502063;0.7185899
26015906;41.17204;-8.606219;-0.1502069;0.7185877
26015907;41.17251;-8.606783;-0.1502167;0.7185959
26015908;41.17243;-8.606877;-0.1502184;0.7185944
26015909;41.17354;-8.6082;-0.1502414;0.7186139
26015910;41.1734;-8.608247;-0.1502423;0.7186114
26015911;41.17389;-8.608927;-0.1502541;0.7186199
26015912;41.17378;-8.608994;-0.1502553;0.718618
26015913;41.17421;-8.609928;-0.1502716;0.7186256
26015914;41.17406;-8.609851;-0.1502703;0.7186229
26015915;41.17444;-8.611267;-0.150295;0.7186296
26015916;41.17432;-8.611291;-0.1502954;0.7186275
26015917;41.17448;-8.611713;-0.1503028;0.7186303
26015918;41.17437;-8.611754;-0.1503035;0.7186283
26015919;41.17455;-8.612743;-0.1503207;0.7186315
26015920;41.17442;-8.612242;-0.150312;0.7186292
26015921;41.17453;-8.61361;-0.1503359;0.7186312
26015922;41.17442;-8.613603;-0.1503357;0.7186292
26015923;41.17442;-8.614426;-0.1503501;0.7186292
26015924;41.17431;-8.614388;-0.1503494;0.7186273
26057762;41.18099;-8.594048;-0.1499944;0.7187439
26057764;41.18093;-8.594225;-0.1499975;0.7187428
26057767;41.1807;-8.594481;-0.150002;0.7187388
26057769;41.1804;-8.5945;-0.1500023;0.7187336
26057772;41.18013;-8.59421;-0.1499972;0.7187288
26057774;41.18007;-8.593808;-0.1499902;0.7187277
26057776;41.18019;-8.593475;-0.1499844;0.7187299
26057801;41.18209;-8.593662;-0.1499877;0.7187632
